pos,age,muslim,rel_others,yoruba,igbo,eth_others,nc,nw,se,ss,sw,lat,lng,wealth,urban
0,45,1,0,0,0,1,0,0,0,0,0,11.253473,12.000851,152370,1
0,16,1,0,0,0,1,0,0,0,0,0,11.253473,12.000851,152370,1
0,23,1,0,0,0,1,0,0,0,0,0,11.253473,12.000851,152370,1
0,20,1,0,0,0,1,0,0,0,0,0,11.253473,12.000851,152370,1
0,30,1,0,0,0,0,0,0,0,0,0,11.253473,12.000851,154843,1
0,18,1,0,0,0,0,0,0,0,0,0,11.253473,12.000851,154843,1
0,38,1,0,0,0,1,0,0,0,0,0,11.253473,12.000851,27674,1
0,17,1,0,0,0,1,0,0,0,0,0,11.253473,12.000851,27674,1
0,25,1,0,0,0,1,0,0,0,0,0,11.253473,12.000851,27674,1
0,45,1,0,0,0,0,0,0,0,0,0,11.253473,12.000851,137076,1
0,27,0,1,0,0,1,0,0,0,0,0,11.253473,12.000851,59617,1
0,37,1,0,0,0,1,0,0,0,0,0,11.253473,12.000851,60219,1
0,28,1,0,0,0,1,0,0,0,0,0,11.253473,12.000851,100949,1
0,30,0,0,0,0,1,0,0,0,0,0,11.253473,12.000851,115397,1
0,24,1,0,0,0,1,0,0,0,0,0,11.253473,12.000851,80553,1
0,20,1,0,0,0,1,0,0,0,0,0,11.253473,12.000851,80553,1
0,40,1,0,0,0,0,0,0,0,0,0,11.253473,12.000851,-16781,1
0,19,1,0,0,0,0,0,0,0,0,0,11.253473,12.000851,-16781,1
0,30,1,0,0,0,1,0,0,0,0,0,11.253473,12.000851,122760,1
0,46,1,0,0,0,0,0,0,0,0,0,11.253473,12.000851,95122,1
0,39,1,0,0,0,1,0,0,0,0,0,11.253473,12.000851,95122,1
0,16,1,0,0,0,1,0,0,0,0,0,11.253473,12.000851,95122,1
0,15,1,0,0,0,1,0,0,0,0,0,11.253473,12.000851,95122,1
0,25,1,0,0,0,1,0,0,0,0,0,11.253473,12.000851,95122,1
0,40,0,0,0,0,1,0,0,0,0,0,11.253473,12.000851,1005,1
0,26,1,0,0,0,1,0,0,0,0,0,11.253473,12.000851,212634,1
0,18,1,0,0,0,0,0,0,0,0,0,11.253473,12.000851,212634,1
0,16,1,0,0,0,1,0,0,0,0,0,11.253473,12.000851,212634,1
0,15,1,0,0,0,0,0,0,0,0,0,11.253473,12.000851,212634,1
0,40,1,0,0,0,0,0,0,0,0,0,11.296802,12.085253,-119991,0
0,25,1,0,0,0,0,0,0,0,0,0,11.296802,12.085253,-115799,0
0,15,1,0,0,0,0,0,0,0,0,0,11.296802,12.085253,-115799,0
0,37,1,0,0,0,0,0,0,0,0,0,11.296802,12.085253,-106190,0
0,30,1,0,0,0,0,0,0,0,0,0,11.296802,12.085253,-72425,0
0,20,1,0,0,0,0,0,0,0,0,0,11.296802,12.085253,-127742,0
0,30,1,0,0,0,0,0,0,0,0,0,11.296802,12.085253,-114560,0
0,28,1,0,0,0,0,0,0,0,0,0,11.296802,12.085253,-114560,0
0,37,1,0,0,0,0,0,0,0,0,0,11.296802,12.085253,-130794,0
0,40,1,0,0,0,0,0,0,0,0,0,11.296802,12.085253,-118081,0
0,20,1,0,0,0,1,0,0,0,0,0,11.296802,12.085253,-134174,0
0,27,1,0,0,0,0,0,0,0,0,0,11.296802,12.085253,-157956,0
0,16,1,0,0,0,0,0,0,0,0,0,11.296802,12.085253,-103325,0
0,39,1,0,0,0,0,0,0,0,0,0,11.296802,12.085253,-103325,0
0,17,1,0,0,0,0,0,0,0,0,0,11.296802,12.085253,-142131,0
0,22,1,0,0,0,0,0,0,0,0,0,11.296802,12.085253,-157589,0
0,48,1,0,0,0,0,0,0,0,0,0,11.296802,12.085253,-157589,0
0,46,1,0,0,0,0,0,0,0,0,0,11.296802,12.085253,-158106,0
0,15,1,0,0,0,0,0,0,0,0,0,11.296802,12.085253,-110644,0
0,30,1,0,0,0,0,0,0,0,0,0,11.296802,12.085253,-81354,0
0,20,1,0,0,0,0,0,0,0,0,0,11.296802,12.085253,-81354,0
1,22,1,0,0,0,0,0,0,0,0,0,11.296802,12.085253,-120238,0
0,19,1,0,0,0,0,0,0,0,0,0,11.296802,12.085253,-120238,0
0,21,1,0,0,0,0,0,0,0,0,0,11.296802,12.085253,-91837,0
0,27,1,0,0,0,0,0,0,0,0,0,11.296802,12.085253,-143904,0
0,19,1,0,0,0,0,0,0,0,0,0,11.296802,12.085253,-143904,0
0,25,1,0,0,0,0,0,0,0,0,0,11.296802,12.085253,-101974,0
0,30,1,0,0,0,0,0,0,0,0,0,11.296802,12.085253,-102335,0
0,38,1,0,0,0,0,0,0,0,0,0,11.296802,12.085253,-126526,0
0,21,1,0,0,0,0,0,0,0,0,0,11.296802,12.085253,-152938,0
0,27,1,0,0,0,0,0,0,0,0,0,11.296802,12.085253,-134121,0
0,27,1,0,0,0,0,0,0,0,0,0,11.296802,12.085253,-111459,0
0,26,1,0,0,0,0,0,0,0,0,0,11.296802,12.085253,-130934,0
0,21,1,0,0,0,0,0,0,0,0,0,11.296802,12.085253,-102150,0
0,40,1,0,0,0,0,0,0,0,0,0,11.296802,12.085253,-100419,0
0,16,1,0,0,0,0,0,0,0,0,0,11.296802,12.085253,-107731,0
0,21,1,0,0,0,0,0,0,0,0,0,11.296802,12.085253,-116240,0
0,28,1,0,0,0,0,0,0,0,0,0,11.296802,12.085253,-128068,0
0,21,1,0,0,0,0,0,0,0,0,0,11.296802,12.085253,-129349,0
0,48,1,0,0,0,0,0,0,0,0,0,11.281639,12.001289,-67935,1
0,18,1,0,0,0,0,0,0,0,0,0,11.281639,12.001289,-36471,1
0,36,1,0,0,0,0,0,0,0,0,0,11.281639,12.001289,-80867,1
0,30,1,0,0,0,0,0,0,0,0,0,11.281639,12.001289,-80867,1
0,45,1,0,0,0,0,0,0,0,0,0,11.281639,12.001289,-80867,1
0,17,1,0,0,0,0,0,0,0,0,0,11.281639,12.001289,-47666,1
0,16,1,0,0,0,1,0,0,0,0,0,11.281639,12.001289,-47666,1
0,33,1,0,0,0,1,0,0,0,0,0,11.281639,12.001289,-75522,1
0,35,1,0,0,0,0,0,0,0,0,0,11.281639,12.001289,-76105,1
1,25,1,0,0,0,0,0,0,0,0,0,11.281639,12.001289,-76105,1
0,25,1,0,0,0,0,0,0,0,0,0,11.281639,12.001289,-106290,1
0,24,1,0,0,0,0,0,0,0,0,0,11.281639,12.001289,-106290,1
1,38,1,0,0,0,0,0,0,0,0,0,11.281639,12.001289,-153631,1
0,15,1,0,0,0,0,0,0,0,0,0,11.281639,12.001289,-153631,1
1,20,1,0,0,0,0,0,0,0,0,0,11.281639,12.001289,-79754,1
1,30,1,0,0,0,0,0,0,0,0,0,11.281639,12.001289,-116151,1
0,27,1,0,0,0,1,0,0,0,0,0,11.281639,12.001289,-107804,1
0,25,1,0,0,0,0,0,0,0,0,0,11.281639,12.001289,-61672,1
0,30,1,0,0,0,0,0,0,0,0,0,11.281639,12.001289,-22497,1
0,20,1,0,0,0,0,0,0,0,0,0,11.281639,12.001289,-71604,1
1,47,1,0,0,0,0,0,0,0,0,0,11.281639,12.001289,-71604,1
0,35,1,0,0,0,0,0,0,0,0,0,11.281639,12.001289,-71604,1
0,28,1,0,0,0,0,0,0,0,0,0,11.281639,12.001289,-92197,1
1,21,1,0,0,0,0,0,0,0,0,0,11.281639,12.001289,-12838,1
0,19,1,0,0,0,0,0,0,0,0,0,11.281639,12.001289,-53907,1
0,24,1,0,0,0,0,0,0,0,0,0,11.281639,12.001289,-17083,1
0,34,1,0,0,0,0,0,0,0,0,0,11.281639,12.001289,-73671,1
0,38,1,0,0,0,1,0,0,0,0,0,11.281639,12.001289,-109430,1
0,20,1,0,0,0,0,0,0,0,0,0,11.281639,12.001289,-94787,1
0,20,1,0,0,0,0,0,0,0,0,0,11.281639,12.001289,-14609,1
0,25,1,0,0,0,0,0,0,0,0,0,11.281639,12.001289,-106164,1
0,20,1,0,0,0,0,0,0,0,0,0,11.281639,12.001289,-106164,1
0,23,1,0,0,0,0,0,0,0,0,0,11.281639,12.001289,51545,1
0,39,1,0,0,0,0,0,0,0,0,0,11.281639,12.001289,-125189,1
0,48,1,0,0,0,0,0,0,0,0,0,11.281639,12.001289,-60141,1
0,37,1,0,0,0,0,0,0,0,0,0,11.281639,12.001289,-136749,1
0,25,1,0,0,0,0,0,0,0,0,0,11.281639,12.001289,-136749,1
0,26,1,0,0,0,0,0,0,0,0,0,11.281639,12.001289,-57855,1
0,18,1,0,0,0,0,0,0,0,0,0,11.281639,12.001289,-57855,1
0,49,1,0,0,0,0,0,0,0,0,0,11.281639,12.001289,-81419,1
0,47,0,1,0,0,1,0,0,0,0,0,11.281639,12.001289,17303,1
1,34,1,0,0,0,0,0,0,0,0,0,11.281639,12.001289,17303,1
0,27,1,0,0,0,0,0,0,0,0,0,11.281639,12.001289,17303,1
0,19,1,0,0,0,0,0,0,0,0,0,11.281639,12.001289,-65119,1
1,27,1,0,0,0,0,0,0,0,0,0,11.281639,12.001289,-51586,1
1,22,1,0,0,0,0,0,0,0,0,0,11.281639,12.001289,-51586,1
0,16,1,0,0,0,1,0,0,0,0,0,11.281639,12.001289,-35956,1
0,33,1,0,0,0,1,0,0,0,0,0,11.281639,12.001289,-51601,1
1,36,1,0,0,0,1,0,0,0,0,0,11.281639,12.001289,-108570,1
0,40,1,0,0,0,0,0,0,0,0,0,11.281639,12.001289,-83401,1
1,38,1,0,0,0,0,0,0,0,0,0,11.281639,12.001289,-83401,1
0,23,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-126439,0
0,42,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-152208,0
0,18,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-152208,0
0,15,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-152208,0
0,25,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-134860,0
0,35,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-134860,0
0,20,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-117225,0
0,41,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-105184,0
0,34,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-105184,0
0,39,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-105184,0
0,16,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-105184,0
0,49,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-116564,0
1,49,0,1,0,0,0,0,0,0,0,0,10.63407,11.523789,-116564,0
0,46,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-116564,0
0,44,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-116564,0
0,30,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-144076,0
0,25,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-144076,0
0,17,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-144076,0
0,18,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-161337,0
0,20,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-161337,0
0,35,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-142648,0
0,25,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-142648,0
0,40,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-127888,0
0,25,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-131817,0
0,27,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-156714,0
0,15,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-156714,0
0,20,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-147710,0
0,35,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-167633,0
0,30,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-167633,0
0,15,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-93432,0
0,35,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-144856,0
0,22,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-144856,0
0,32,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-158554,0
0,27,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-158554,0
0,20,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-145208,0
0,25,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-145208,0
0,35,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-152467,0
0,15,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-107858,0
0,26,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-126327,0
0,27,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-126327,0
0,28,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-126327,0
0,20,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-144820,0
0,16,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-171550,0
0,28,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-132870,0
0,37,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-132870,0
0,23,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-146865,0
0,27,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-161324,0
0,30,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-161903,0
0,23,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-131079,0
0,30,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-143896,0
0,31,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-143896,0
0,27,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-151218,0
0,40,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-158213,0
0,42,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-158213,0
0,27,1,0,0,0,0,0,0,0,0,0,10.63407,11.523789,-150325,0
0,27,1,0,0,0,1,0,0,0,0,0,12.576797,10.736177,-5497,0
0,37,1,0,0,0,1,0,0,0,0,0,12.576797,10.736177,-78430,0
0,40,1,0,0,0,0,0,0,0,0,0,12.576797,10.736177,-96809,0
0,45,1,0,0,0,1,0,0,0,0,0,12.576797,10.736177,-96809,0
0,15,1,0,0,0,1,0,0,0,0,0,12.576797,10.736177,-96809,0
0,15,1,0,0,0,1,0,0,0,0,0,12.576797,10.736177,-112370,0
0,26,1,0,0,0,0,0,0,0,0,0,12.576797,10.736177,-48881,0
1,44,1,0,0,0,1,0,0,0,0,0,12.576797,10.736177,-72394,0
0,16,1,0,0,0,1,0,0,0,0,0,12.576797,10.736177,-72394,0
0,32,1,0,0,0,0,0,0,0,0,0,12.576797,10.736177,-98995,0
0,19,1,0,0,0,0,0,0,0,0,0,12.576797,10.736177,-139469,0
0,20,1,0,0,0,1,0,0,0,0,0,12.576797,10.736177,-105995,0
0,46,1,0,0,0,1,0,0,0,0,0,12.576797,10.736177,-75314,0
0,21,1,0,0,0,1,0,0,0,0,0,12.576797,10.736177,-75314,0
0,16,1,0,0,0,1,0,0,0,0,0,12.576797,10.736177,-75314,0
0,43,1,0,0,0,1,0,0,0,0,0,12.576797,10.736177,-75314,0
0,15,1,0,0,0,1,0,0,0,0,0,12.576797,10.736177,-75314,0
0,30,1,0,0,0,1,0,0,0,0,0,12.576797,10.736177,-137111,0
0,35,1,0,0,0,1,0,0,0,0,0,12.576797,10.736177,-137840,0
0,36,1,0,0,0,1,0,0,0,0,0,12.576797,10.736177,-129546,0
1,40,1,0,0,0,0,0,0,0,0,0,12.576797,10.736177,-94094,0
0,43,1,0,0,0,1,0,0,0,0,0,12.576797,10.736177,-104791,0
0,16,1,0,0,0,0,0,0,0,0,0,12.576797,10.736177,-104791,0
0,23,1,0,0,0,0,0,0,0,0,0,12.576797,10.736177,-119042,0
0,33,1,0,0,0,1,0,0,0,0,0,12.576797,10.736177,-118680,0
0,39,1,0,0,0,1,0,0,0,0,0,12.576797,10.736177,-118680,0
0,16,1,0,0,0,1,0,0,0,0,0,12.576797,10.736177,-118680,0
0,16,1,0,0,0,1,0,0,0,0,0,12.576797,10.736177,-133750,0
0,19,1,0,0,0,1,0,0,0,0,0,12.576797,10.736177,-118727,0
0,40,1,0,0,0,1,0,0,0,0,0,12.576797,10.736177,-121050,0
0,43,1,0,0,0,1,0,0,0,0,0,12.576797,10.736177,-121050,0
0,48,1,0,0,0,1,0,0,0,0,0,12.576797,10.736177,-147061,0
0,17,1,0,0,0,1,0,0,0,0,0,12.576797,10.736177,-147061,0
0,35,1,0,0,0,1,0,0,0,0,0,12.576797,10.736177,-147061,0
0,38,1,0,0,0,1,0,0,0,0,0,12.576797,10.736177,-102652,0
0,15,1,0,0,0,1,0,0,0,0,0,12.576797,10.736177,-102652,0
0,18,1,0,0,0,1,0,0,0,0,0,12.576797,10.736177,-102652,0
0,25,1,0,0,0,1,0,0,0,0,0,12.576797,10.736177,-125631,0
0,25,1,0,0,0,1,0,0,0,0,0,12.576797,10.736177,-71833,0
0,32,1,0,0,0,1,0,0,0,0,0,12.576797,10.736177,-127237,0
0,49,1,0,0,0,1,0,0,0,0,0,12.576797,10.736177,-154308,0
0,37,1,0,0,0,1,0,0,0,0,0,12.576797,10.736177,-141777,0
0,27,1,0,0,0,1,0,0,0,0,0,12.576797,10.736177,-91563,0
0,26,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-175745,0
0,44,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-173391,0
0,26,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-189927,0
0,40,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-180134,0
0,22,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-167117,0
0,18,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-175760,0
0,28,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-176494,0
0,25,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-156188,0
0,18,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-184568,0
1,15,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-174445,0
1,18,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-174260,0
0,17,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-174260,0
0,33,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-184454,0
0,41,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-172749,0
0,25,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-138287,0
0,27,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-183287,0
0,29,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-183287,0
0,30,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-167041,0
0,39,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-174573,0
0,42,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-174573,0
0,16,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-114766,0
0,19,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-114169,0
0,18,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-177523,0
0,19,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-105986,0
0,16,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-105986,0
0,28,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-182593,0
0,20,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-182593,0
0,31,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-142812,0
0,27,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-182998,0
0,19,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-182998,0
0,32,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-185292,0
0,45,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-162056,0
0,22,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-176312,0
0,23,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-176312,0
0,21,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-176312,0
0,24,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-179209,0
0,26,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-179209,0
0,45,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-154353,0
0,27,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-154353,0
0,42,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-178639,0
0,18,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-114997,0
0,49,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-188569,0
0,24,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-149648,0
0,35,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-159181,0
0,29,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-172236,0
0,24,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-99349,0
0,21,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-99349,0
0,29,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-189189,0
0,32,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-179504,0
0,29,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-179504,0
0,41,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-184095,0
0,17,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-184095,0
0,40,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-196139,0
0,40,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-196139,0
0,35,1,0,0,0,0,0,0,0,0,0,12.305159,11.027579,-170362,0
0,27,1,0,0,0,0,0,0,0,0,0,12.915838,10.533975,-125866,0
0,19,1,0,0,0,0,0,0,0,0,0,12.915838,10.533975,-128507,0
0,18,1,0,0,0,0,0,0,0,0,0,12.915838,10.533975,-126530,0
0,45,1,0,0,0,0,0,0,0,0,0,12.915838,10.533975,-122791,0
0,28,1,0,0,0,0,0,0,0,0,0,12.915838,10.533975,-146441,0
0,25,1,0,0,0,0,0,0,0,0,0,12.915838,10.533975,-99360,0
0,22,1,0,0,0,0,0,0,0,0,0,12.915838,10.533975,-122519,0
0,45,1,0,0,0,0,0,0,0,0,0,12.915838,10.533975,-95719,0
0,17,1,0,0,0,0,0,0,0,0,0,12.915838,10.533975,-95719,0
0,22,1,0,0,0,0,0,0,0,0,0,12.915838,10.533975,-87911,0
0,38,1,0,0,0,0,0,0,0,0,0,12.915838,10.533975,-80965,0
0,40,1,0,0,0,0,0,0,0,0,0,12.915838,10.533975,-149757,0
0,32,1,0,0,0,0,0,0,0,0,0,12.915838,10.533975,-120782,0
0,24,1,0,0,0,0,0,0,0,0,0,12.915838,10.533975,-95024,0
0,22,1,0,0,0,0,0,0,0,0,0,12.915838,10.533975,-121747,0
0,16,1,0,0,0,0,0,0,0,0,0,12.915838,10.533975,-118076,0
0,25,1,0,0,0,0,0,0,0,0,0,12.915838,10.533975,-75128,0
0,35,1,0,0,0,0,0,0,0,0,0,12.915838,10.533975,-92514,0
0,25,1,0,0,0,0,0,0,0,0,0,12.915838,10.533975,-102415,0
0,40,1,0,0,0,0,0,0,0,0,0,12.915838,10.533975,-119306,0
0,31,1,0,0,0,0,0,0,0,0,0,12.915838,10.533975,-119306,0
1,41,1,0,0,0,0,0,0,0,0,0,12.915838,10.533975,-122216,0
0,33,1,0,0,0,0,0,0,0,0,0,12.915838,10.533975,-94072,0
0,33,1,0,0,0,0,0,0,0,0,0,12.915838,10.533975,-148350,0
0,33,1,0,0,0,0,0,0,0,0,0,12.915838,10.533975,-114610,0
0,20,1,0,0,0,0,0,0,0,0,0,12.915838,10.533975,-98717,0
0,29,1,0,0,0,0,0,0,0,0,0,12.915838,10.533975,-138036,0
0,25,1,0,0,0,0,0,0,0,0,0,12.915838,10.533975,-124775,0
0,25,1,0,0,0,0,0,0,0,0,0,12.915838,10.533975,-171939,0
0,22,1,0,0,0,0,0,0,0,0,0,12.915838,10.533975,-143354,0
0,18,1,0,0,0,0,0,0,0,0,0,12.915838,10.533975,-100264,0
0,20,1,0,0,0,0,0,0,0,0,0,12.915838,10.533975,-103411,0
0,18,1,0,0,0,0,0,0,0,0,0,12.915838,10.533975,-93853,0
0,21,1,0,0,0,0,0,0,0,0,0,12.915838,10.533975,-102957,0
1,16,1,0,0,0,0,0,0,0,0,0,12.915838,10.533975,-102073,0
0,16,1,0,0,0,0,0,0,0,0,0,12.915838,10.533975,-134962,0
1,45,1,0,0,0,1,0,0,0,0,0,12.915838,10.533975,-87215,0
0,27,1,0,0,0,0,0,0,0,0,0,12.915838,10.533975,-87215,0
0,44,1,0,0,0,0,0,0,0,0,0,12.915838,10.533975,-93415,0
0,18,1,0,0,0,0,0,0,0,0,0,12.915838,10.533975,-93415,0
0,20,1,0,0,0,0,0,0,0,0,0,12.915838,10.533975,-93415,0
0,25,1,0,0,0,0,0,0,0,0,0,12.915838,10.533975,-93415,0
0,22,1,0,0,0,0,0,0,0,0,0,12.915838,10.533975,-135909,0
0,27,1,0,0,0,0,0,0,0,0,0,12.915838,10.533975,-95110,0
0,28,1,0,0,0,0,0,0,0,0,0,12.915838,10.533975,-81000,0
0,25,1,0,0,0,0,0,0,0,0,0,12.896711,10.878495,-95097,0
0,29,1,0,0,0,0,0,0,0,0,0,12.896711,10.878495,-107831,0
0,38,1,0,0,0,0,0,0,0,0,0,12.896711,10.878495,-144872,0
0,32,1,0,0,0,0,0,0,0,0,0,12.896711,10.878495,-108671,0
0,16,1,0,0,0,0,0,0,0,0,0,12.896711,10.878495,-108671,0
0,25,1,0,0,0,0,0,0,0,0,0,12.896711,10.878495,-108671,0
0,20,1,0,0,0,0,0,0,0,0,0,12.896711,10.878495,-93386,0
0,34,1,0,0,0,0,0,0,0,0,0,12.896711,10.878495,-113560,0
0,41,1,0,0,0,0,0,0,0,0,0,12.896711,10.878495,-133170,0
0,15,1,0,0,0,0,0,0,0,0,0,12.896711,10.878495,-133170,0
0,36,1,0,0,0,0,0,0,0,0,0,12.896711,10.878495,-146007,0
0,27,1,0,0,0,0,0,0,0,0,0,12.896711,10.878495,-146007,0
0,30,1,0,0,0,0,0,0,0,0,0,12.896711,10.878495,-98361,0
0,28,1,0,0,0,0,0,0,0,0,0,12.896711,10.878495,-115087,0
0,45,1,0,0,0,0,0,0,0,0,0,12.896711,10.878495,-152383,0
0,20,1,0,0,0,0,0,0,0,0,0,12.896711,10.878495,-115143,0
0,29,1,0,0,0,0,0,0,0,0,0,12.896711,10.878495,-130110,0
0,37,1,0,0,0,0,0,0,0,0,0,12.896711,10.878495,-148147,0
0,35,1,0,0,0,0,0,0,0,0,0,12.896711,10.878495,-118260,0
0,20,1,0,0,0,0,0,0,0,0,0,12.896711,10.878495,-118260,0
0,45,1,0,0,0,0,0,0,0,0,0,12.896711,10.878495,-107318,0
0,39,1,0,0,0,0,0,0,0,0,0,12.896711,10.878495,-107318,0
0,20,1,0,0,0,0,0,0,0,0,0,12.896711,10.878495,-111169,0
0,20,1,0,0,0,0,0,0,0,0,0,12.896711,10.878495,-95522,0
0,25,1,0,0,0,0,0,0,0,0,0,12.896711,10.878495,-84911,0
0,15,1,0,0,0,0,0,0,0,0,0,12.896711,10.878495,-105886,0
0,49,1,0,0,0,0,0,0,0,0,0,12.896711,10.878495,-114591,0
0,40,1,0,0,0,0,0,0,0,0,0,12.896711,10.878495,-129003,0
0,20,1,0,0,0,0,0,0,0,0,0,12.896711,10.878495,-100174,0
0,21,1,0,0,0,0,0,0,0,0,0,12.896711,10.878495,-76057,0
0,29,1,0,0,0,0,0,0,0,0,0,12.896711,10.878495,-94516,0
0,30,1,0,0,0,0,0,0,0,0,0,12.896711,10.878495,-149445,0
